sub_field_name,sub_field_id,topic_name,topic_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Information Systems,https://openalex.org/subfields/1710,Data Mining Algorithms and Applications,https://openalex.org/T10538,42,28,24,27,34,40,36,55,54,50,60,49,52,67,74,73,98,126,125,140,137,156,155,197,222,258,380,434,454,558,687,728,1305,1387,1495,1820,1923,2145,2329,2448,2494,2513,2509,2516,2574,2430,2240,2032,2022,1797,1449,1295,894,885,1063
Information Systems,https://openalex.org/subfields/1710,Data Mining and Machine Learning Applications,https://openalex.org/T13373,7,0,0,1,3,1,0,0,1,1,3,5,2,3,1,2,3,5,6,3,7,5,5,8,7,9,7,12,5,16,20,18,22,24,47,58,116,133,203,330,346,386,482,679,798,1180,1462,1911,2345,3325,3751,4145,4486,5204,4854
Information Systems,https://openalex.org/subfields/1710,Digital and Cyber Forensics,https://openalex.org/T12034,20,22,9,20,29,24,29,21,22,21,24,26,20,29,28,38,37,43,35,41,47,36,32,43,53,76,62,85,70,90,115,134,216,283,331,396,511,570,624,667,703,807,811,875,957,1001,904,887,887,966,932,808,771,827,1052
Information Systems,https://openalex.org/subfields/1710,Digital Education and Society,https://openalex.org/T13081,5,0,1,1,1,1,2,0,4,1,3,2,2,2,2,1,2,1,3,5,1,2,3,3,0,1,0,3,1,5,10,14,23,28,28,35,27,28,35,33,33,31,26,36,47,35,49,49,75,130,194,231,208,191,230
Information Systems,https://openalex.org/subfields/1710,Digital literacy in education,https://openalex.org/T12338,31,23,23,16,16,28,17,21,13,11,13,20,26,22,35,23,31,21,25,26,34,31,35,44,43,52,44,65,81,75,129,123,128,145,140,171,195,228,249,287,428,497,541,574,634,731,897,913,1008,1220,1391,1254,1157,1464,1921
Information Systems,https://openalex.org/subfields/1710,Digital Rights Management and Security,https://openalex.org/T13999,20,17,15,17,21,21,14,26,23,21,30,40,39,53,48,55,78,84,73,82,73,84,106,104,113,139,169,243,211,222,340,397,544,624,732,790,994,1002,971,1046,950,920,812,713,650,623,589,465,448,428,326,261,166,182,408
Information Systems,https://openalex.org/subfields/1710,Diverse Research and Applications,https://openalex.org/T14431,14,15,25,13,16,16,25,19,22,19,19,26,25,26,28,21,25,19,27,26,36,42,25,36,51,62,58,52,72,58,85,71,115,99,107,128,119,118,107,128,125,177,155,140,166,159,137,87,91,88,66,44,22,36,35
Information Systems,https://openalex.org/subfields/1710,Economic Growth and Development,https://openalex.org/T13867,57,38,57,31,47,46,53,43,63,44,44,49,41,55,62,55,60,74,89,95,84,109,86,97,106,120,111,117,134,159,184,200,201,210,272,310,356,383,496,533,627,774,859,1017,1163,1250,1403,1627,1615,1766,1925,1745,1541,1823,2283
Information Systems,https://openalex.org/subfields/1710,Education and Learning Interventions,https://openalex.org/T13565,128,106,113,123,108,120,107,134,119,146,132,104,145,124,153,131,124,132,165,142,173,165,196,178,182,211,231,261,345,392,475,532,910,1081,1412,1490,1643,1899,2156,2372,2769,3107,3149,3467,3831,4252,4415,4693,5075,5156,5604,4722,4162,3976,5939
Information Systems,https://openalex.org/subfields/1710,Education Technology and Economics,https://openalex.org/T13932,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,2,6,7,8,26,28,28,31,42,44,41,50,60,41,41,43,36,43,38,34,22,19,15,12,18,21,14,12,11
Information Systems,https://openalex.org/subfields/1710,Educational and Technological Research,https://openalex.org/T13676,0,0,1,0,1,1,0,0,0,0,0,1,2,2,0,4,1,1,0,4,2,0,1,2,1,0,2,2,2,1,4,4,1,5,5,5,4,9,8,10,7,18,14,18,17,19,26,34,52,61,71,91,86,87,80
Information Systems,https://openalex.org/subfields/1710,Educational Challenges and Innovations,https://openalex.org/T14403,117,114,110,105,112,114,97,112,90,89,84,95,76,85,75,80,84,90,96,95,80,89,117,118,145,140,164,147,155,200,215,241,268,271,252,310,370,428,442,517,515,572,642,630,668,760,723,716,683,707,710,585,430,481,548
Information Systems,https://openalex.org/subfields/1710,Educational Innovations and Challenges,https://openalex.org/T12408,123,50,46,59,57,66,52,65,56,44,61,53,37,42,34,34,44,55,42,42,45,55,46,42,70,60,68,95,90,77,136,150,173,237,198,266,303,402,567,908,1136,1372,1582,2032,2521,3195,2881,3079,3722,5156,7235,7883,6981,6403,5776
Information Systems,https://openalex.org/subfields/1710,Educational Innovations and Technology,https://openalex.org/T12395,82,10,10,3,16,8,14,9,9,10,16,22,21,27,24,28,39,38,40,51,52,38,52,68,68,68,110,106,154,163,180,194,214,263,282,373,462,433,512,630,840,997,1081,1376,1652,2214,2436,2699,3029,3160,5737,6593,4686,4468,3004
Information Systems,https://openalex.org/subfields/1710,Educational Management and Quality,https://openalex.org/T14103,6,8,6,12,2,7,4,4,4,5,7,6,4,3,8,6,4,6,3,8,6,9,7,7,5,5,14,6,11,11,9,7,16,14,14,18,11,30,16,26,28,46,61,73,85,81,68,48,55,58,62,50,30,43,35
Information Systems,https://openalex.org/subfields/1710,Educational Methods and Media Use,https://openalex.org/T13602,199,69,84,81,87,108,107,108,92,110,100,117,114,109,134,138,113,121,182,173,183,129,137,152,164,167,175,195,184,202,232,238,330,326,382,471,585,748,1052,2186,3176,4341,5176,8530,9848,11177,12553,14553,15400,18088,18912,20970,21875,24906,21482
Information Systems,https://openalex.org/subfields/1710,Educational Methods and Teacher Development,https://openalex.org/T13386,91,49,42,44,47,40,37,38,50,42,43,27,48,32,40,28,33,37,43,40,37,38,47,25,25,32,46,31,45,36,63,72,112,137,127,195,290,497,685,1191,1345,1748,2062,2467,2898,3128,2234,1868,2509,3383,4034,4278,3364,3102,3083
Information Systems,https://openalex.org/subfields/1710,Educational Methods and Technology,https://openalex.org/T13873,2,2,1,2,3,1,5,0,1,4,2,2,3,3,2,4,1,2,3,5,3,2,4,3,7,2,6,6,9,9,10,9,24,16,25,24,27,38,29,36,53,55,52,58,77,80,104,103,148,147,191,192,135,159,134
Information Systems,https://openalex.org/subfields/1710,Educational Systems and Policies,https://openalex.org/T14409,49,51,55,55,58,67,46,55,72,69,61,100,68,87,64,80,101,90,112,114,111,107,138,108,136,164,162,225,286,322,527,617,1033,1345,1695,1819,2029,2512,2801,2959,3348,3816,3922,4119,4417,4634,4674,4543,4720,4362,4934,3530,2731,2772,2786
Information Systems,https://openalex.org/subfields/1710,Educational Technology and Assessment,https://openalex.org/T14025,109,90,73,107,95,112,125,104,102,102,118,114,117,120,131,161,152,153,170,176,192,182,156,184,159,199,186,229,248,413,859,1297,1673,1953,2134,2407,2722,3144,3288,3559,3958,4083,3231,2816,2127,1855,1357,1311,1320,1304,1255,1089,983,1164,1903
Information Systems,https://openalex.org/subfields/1710,Educational Technology and E-Learning,https://openalex.org/T14496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,4,3,2,3,7,8,7,10,14,16,17,21,24,41,58,55,54,71,98,138,186,135,137,132
Information Systems,https://openalex.org/subfields/1710,Educational Technology and Optimization,https://openalex.org/T13964,16,7,10,13,18,18,17,13,18,16,19,21,20,15,15,21,31,17,26,29,24,22,21,26,22,23,29,35,34,32,57,47,63,65,70,52,78,65,81,123,125,125,105,140,116,125,141,147,140,198,168,134,109,107,140
Information Systems,https://openalex.org/subfields/1710,Educational Technology in Learning,https://openalex.org/T14498,114,11,21,12,13,20,16,29,20,30,42,39,47,43,45,63,110,98,104,120,107,122,119,159,208,225,356,376,459,491,561,527,628,632,761,787,863,955,995,1141,1364,1496,1575,1541,1510,1688,1599,1559,1424,1429,1367,770,312,331,610
Information Systems,https://openalex.org/subfields/1710,Engineering Education and Technology,https://openalex.org/T13482,16,17,14,16,12,13,15,15,17,15,15,16,11,20,29,30,31,29,19,17,25,21,19,23,15,28,22,25,28,25,27,47,63,62,61,69,85,74,89,111,130,147,189,204,233,292,323,355,498,587,765,809,729,1511,1034
Information Systems,https://openalex.org/subfields/1710,English Language Learning and Teaching,https://openalex.org/T14516,17,4,0,1,4,2,2,1,2,3,4,3,2,3,1,8,5,4,5,1,6,4,2,4,6,8,3,7,12,10,12,26,30,43,44,66,67,85,142,201,230,280,365,573,771,896,1217,1490,1982,2256,2478,2657,2658,2668,1533
Information Systems,https://openalex.org/subfields/1710,Environmental Engineering and Cultural Studies,https://openalex.org/T14387,27,17,18,11,11,17,19,8,18,18,22,19,20,19,18,25,25,28,29,31,17,28,31,33,32,30,31,42,42,42,66,110,116,170,178,220,253,281,358,402,488,525,596,671,712,783,893,1018,1201,1435,1611,1539,1295,1331,803
Information Systems,https://openalex.org/subfields/1710,Expert finding and Q&A systems,https://openalex.org/T13274,0,1,3,4,1,2,5,4,7,5,4,3,2,3,6,8,11,6,8,7,7,10,8,5,10,8,7,12,9,27,25,26,36,37,33,39,79,115,164,174,201,270,266,308,293,327,296,272,274,260,239,281,199,217,212
Information Systems,https://openalex.org/subfields/1710,Healthcare during COVID-19 Pandemic,https://openalex.org/T14071,7,0,1,3,1,2,5,5,3,7,9,17,7,5,9,16,11,13,14,17,16,19,10,17,16,30,30,21,39,42,50,57,72,70,66,78,121,106,144,200,205,206,408,446,501,641,896,916,1127,1177,3008,2986,3326,3098,2226
Information Systems,https://openalex.org/subfields/1710,Higher Education and Teaching Methods,https://openalex.org/T14430,70,47,44,46,43,42,41,40,36,28,48,34,40,47,53,59,69,55,56,56,48,57,61,50,70,72,78,97,104,441,2227,4405,5880,7208,7891,8933,9849,11476,12124,12880,13933,14122,10280,8256,5161,3828,974,1029,1045,1002,877,695,589,739,1141
Information Systems,https://openalex.org/subfields/1710,ICT in Developing Communities,https://openalex.org/T13194,19,14,22,18,15,43,30,31,34,37,26,22,28,36,24,49,61,59,61,75,70,79,71,94,81,81,93,99,92,137,143,173,193,212,250,299,374,394,508,591,729,785,965,1039,984,1032,892,848,883,812,763,651,443,493,591
Information Systems,https://openalex.org/subfields/1710,Information and Cyber Security,https://openalex.org/T10734,12,16,24,17,32,31,31,26,38,36,39,45,55,79,59,70,93,104,123,99,120,113,152,164,153,158,213,235,246,310,329,378,581,644,822,907,1058,1010,1139,1318,1337,1418,1531,1597,1808,1955,2127,1958,2054,2342,2251,1978,1760,2027,2628
Information Systems,https://openalex.org/subfields/1710,Information Architecture and Usability,https://openalex.org/T13874,8,6,12,12,11,12,11,14,10,19,27,23,17,21,29,15,34,29,28,42,60,58,65,61,54,61,90,86,103,131,172,195,220,244,254,280,300,331,354,343,399,404,352,374,290,306,265,239,232,163,133,107,49,64,81
Information Systems,https://openalex.org/subfields/1710,Information Retrieval and Data Mining,https://openalex.org/T14435,7,2,0,1,2,0,1,1,3,0,2,0,0,2,1,1,1,3,2,3,2,3,1,2,2,3,6,10,7,9,10,16,22,18,24,35,65,60,89,130,144,206,318,399,480,688,801,1043,1341,1900,2215,2366,2537,2790,1453
Information Systems,https://openalex.org/subfields/1710,Information Retrieval and Search Behavior,https://openalex.org/T10286,24,40,29,36,33,28,36,29,39,44,43,54,44,52,51,52,86,66,87,93,83,103,103,108,110,113,145,151,198,186,206,196,264,241,309,329,393,446,424,438,515,479,529,466,397,339,375,318,281,257,188,174,155,119,95
Information Systems,https://openalex.org/subfields/1710,Information Science and Libraries,https://openalex.org/T13166,25,10,17,51,33,24,35,32,43,29,33,49,36,33,51,98,63,64,68,51,83,59,80,59,107,92,132,131,179,150,212,179,213,246,325,362,484,622,644,812,738,885,1073,1466,1278,1393,1693,2085,3494,1687,1212,945,596,741,787
Information Systems,https://openalex.org/subfields/1710,Information Systems Education and Curriculum Development,https://openalex.org/T13034,45,28,48,71,61,87,59,61,65,55,61,62,83,59,79,93,113,106,103,95,111,109,99,124,109,124,150,138,181,219,254,250,303,301,315,356,353,320,318,326,358,291,292,292,241,283,288,171,227,196,215,104,80,76,137
Information Systems,https://openalex.org/subfields/1710,Innovations in Education and Learning Technologies,https://openalex.org/T14519,1,1,5,2,2,2,2,1,2,1,2,2,3,2,0,1,1,1,1,3,0,0,0,2,2,2,3,1,2,0,11,8,6,15,7,13,22,17,14,19,30,29,39,22,61,81,76,67,98,174,259,331,263,248,223
Information Systems,https://openalex.org/subfields/1710,Innovative Educational Technologies,https://openalex.org/T13016,119,36,47,45,37,38,47,23,23,13,29,25,22,30,30,23,41,34,42,25,39,26,43,47,36,40,33,61,66,82,95,102,110,157,161,132,179,296,420,716,886,1050,1213,1367,1533,1435,1274,1131,1247,1751,2123,2132,1865,1871,1340
Information Systems,https://openalex.org/subfields/1710,Internet of Things and AI,https://openalex.org/T13038,0,2,2,0,2,0,2,1,2,0,0,2,0,4,1,1,1,2,5,2,4,2,3,3,1,6,5,2,3,0,3,3,9,4,2,8,10,9,14,21,23,21,33,37,55,70,90,147,321,364,338,335,457,495,493
Information Systems,https://openalex.org/subfields/1710,Library Collection Development and Digital Resources,https://openalex.org/T11813,107,113,95,117,121,172,128,160,176,165,182,222,228,277,309,305,316,356,434,456,464,498,490,489,516,536,624,608,577,581,683,730,831,775,758,931,878,961,1103,1321,1376,1587,1787,1616,1622,1557,1519,1322,1178,1029,998,462,226,221,256
Information Systems,https://openalex.org/subfields/1710,Library Science and Information,https://openalex.org/T13673,27,10,15,23,20,17,18,20,30,18,21,30,17,24,15,27,18,24,27,27,30,36,21,20,30,47,30,37,35,35,56,74,103,80,102,89,98,141,167,350,425,510,571,599,693,764,722,764,801,940,1115,1029,1000,954,801
Information Systems,https://openalex.org/subfields/1710,Library Science and Information Systems,https://openalex.org/T14330,126,106,129,107,123,149,149,164,170,186,193,198,197,225,212,247,286,289,321,287,336,319,337,374,386,349,396,456,460,507,641,674,680,719,774,744,766,856,857,1157,1105,1121,1357,1358,1273,1330,1332,1309,1212,1045,883,549,281,207,385
Information Systems,https://openalex.org/subfields/1710,Mobile and Web Applications,https://openalex.org/T12799,11,8,6,7,6,10,12,15,25,8,11,14,16,24,28,23,31,29,28,25,33,45,31,36,42,50,58,71,68,87,110,139,185,228,286,331,382,436,506,639,819,1019,1221,1379,1280,1245,1064,989,1024,967,929,644,530,577,578
Information Systems,https://openalex.org/subfields/1710,Mobile Learning in Education,https://openalex.org/T11370,46,38,32,26,31,23,25,31,29,32,43,26,49,47,66,64,66,46,44,59,78,81,77,73,87,97,111,123,121,160,175,216,265,355,384,479,631,686,815,947,1260,1454,1813,1949,2004,2116,1953,1924,1975,1969,2051,1668,1205,1320,1727
Information Systems,https://openalex.org/subfields/1710,Multimedia Learning Systems,https://openalex.org/T14216,16,3,0,3,0,0,3,0,4,5,0,2,7,7,5,12,4,4,5,5,7,8,14,15,11,9,21,11,16,23,41,35,61,49,64,98,146,185,316,355,524,677,830,1209,1424,1690,1997,2661,2930,3697,3653,3998,3440,3851,2992
Information Systems,https://openalex.org/subfields/1710,QR Code Applications and Technologies,https://openalex.org/T13270,8,4,6,7,14,6,10,4,3,9,8,12,2,13,18,14,17,17,16,24,25,30,23,19,28,33,25,26,37,27,31,42,70,93,89,96,122,128,169,205,262,291,393,392,368,350,318,341,353,418,342,335,259,300,332
Information Systems,https://openalex.org/subfields/1710,Recommender Systems and Techniques,https://openalex.org/T10203,5,1,2,0,1,1,2,1,5,4,4,2,5,9,11,8,7,6,11,11,14,7,8,20,19,32,34,46,67,99,124,154,212,265,306,387,457,626,729,931,1129,1259,1396,1600,1762,1797,1934,2145,2098,2378,2373,2609,2868,3117,2991
Information Systems,https://openalex.org/subfields/1710,Research Data Management Practices,https://openalex.org/T11937,56,38,44,24,49,43,46,49,52,57,54,60,56,55,59,64,73,80,80,93,99,117,131,88,124,124,145,140,176,199,170,226,271,347,346,407,462,552,646,788,838,893,1099,1351,1421,1566,1686,1723,1700,1802,1681,1189,903,944,935
Information Systems,https://openalex.org/subfields/1710,Scientific Research and Philosophical Inquiry,https://openalex.org/T14345,94,76,78,102,91,95,95,97,89,85,84,87,90,72,74,89,98,94,81,89,112,90,105,85,112,103,131,135,144,131,173,202,207,235,252,267,305,353,421,612,673,829,948,1185,1247,1312,1177,1094,1384,1553,1763,1666,1505,1421,1380
Information Systems,https://openalex.org/subfields/1710,Service-Oriented Architecture and Web Services,https://openalex.org/T10679,37,42,27,42,43,55,55,53,64,75,95,77,109,144,172,159,228,234,243,277,267,305,334,425,433,497,582,635,626,774,1061,1198,2588,2669,3445,4004,5050,5415,6020,6048,6104,5209,4671,3865,3451,2659,2214,1883,1556,1351,1128,789,588,543,844
Information Systems,https://openalex.org/subfields/1710,Software Engineering Research,https://openalex.org/T10260,61,27,34,33,38,55,68,95,91,115,103,147,182,193,219,230,266,298,347,352,434,357,512,439,498,459,542,542,531,547,596,559,2164,1520,1366,1532,1617,1769,1774,1818,2059,2138,2592,2573,2536,2692,2497,2568,2654,2747,2739,2853,2828,3003,2218
Information Systems,https://openalex.org/subfields/1710,Software Engineering Techniques and Practices,https://openalex.org/T10430,122,25,41,54,40,71,84,92,108,130,100,124,151,154,180,189,206,243,204,277,259,281,336,387,450,458,576,572,558,674,607,667,1560,1283,1269,1545,1541,1581,1615,1670,1740,1742,1972,1920,1971,2009,1901,1904,1911,1791,1813,1397,1227,1285,1397
Information Systems,https://openalex.org/subfields/1710,Spam and Phishing Detection,https://openalex.org/T11644,3,1,2,1,3,3,0,1,3,6,2,2,1,2,1,2,7,3,1,4,3,2,4,8,1,9,16,27,24,20,39,27,53,114,220,305,393,468,526,510,577,614,755,844,871,930,1049,1134,1219,1404,1334,1449,1326,1628,1859
Information Systems,https://openalex.org/subfields/1710,Technology and Data Analysis,https://openalex.org/T14484,29,20,55,24,36,31,29,28,33,34,40,54,38,52,51,56,80,98,99,81,100,128,133,157,150,185,208,264,294,310,335,377,531,613,801,934,1080,1196,1294,1437,1374,1591,1731,1841,1964,2246,2399,2537,2781,2613,2721,2023,1607,1820,2682
Information Systems,https://openalex.org/subfields/1710,Technology and Security Systems,https://openalex.org/T14042,3,5,1,3,4,3,1,3,6,3,4,3,5,1,6,10,5,8,7,6,9,7,10,10,9,10,18,18,14,85,311,512,680,905,1043,1296,1600,1843,1942,2112,2176,2375,2056,1813,1230,880,269,279,271,331,492,318,321,317,557
Information Systems,https://openalex.org/subfields/1710,Thoreau and American Literature,https://openalex.org/T14029,10,17,17,16,15,24,16,13,33,21,10,12,13,14,27,27,18,20,18,19,34,23,22,29,22,20,29,27,29,25,31,31,55,54,50,58,44,51,69,63,53,72,67,79,59,58,93,63,70,63,55,47,52,32,25
Information Systems,https://openalex.org/subfields/1710,User Authentication and Security Systems,https://openalex.org/T11800,3,0,2,3,5,1,4,7,2,4,3,5,7,8,14,13,15,17,15,25,25,24,32,23,37,39,38,41,43,48,60,82,157,153,251,297,359,405,542,547,619,735,738,908,1062,1127,1204,1172,1177,1161,1048,971,948,892,918
Information Systems,https://openalex.org/subfields/1710,Web and Library Services,https://openalex.org/T12863,76,80,79,71,91,116,101,94,110,110,115,128,147,153,192,184,198,195,191,199,203,229,223,328,367,441,590,642,634,647,872,1124,1255,1304,1443,1736,2040,2289,2713,2998,3211,3388,3094,3046,2902,2676,2573,2423,2354,1878,2391,932,397,379,417
Information Systems,https://openalex.org/subfields/1710,Web Application Security Vulnerabilities,https://openalex.org/T12479,0,1,3,3,2,2,16,3,1,1,2,1,3,5,0,1,1,0,2,3,2,4,1,1,2,2,4,11,6,5,16,8,31,26,41,63,94,131,146,203,279,278,356,330,369,326,327,294,305,296,309,309,274,303,286
Information Systems,https://openalex.org/subfields/1710,Web Applications and Data Management,https://openalex.org/T12601,20,10,11,11,16,13,14,7,13,17,8,16,14,24,25,19,35,29,21,24,31,31,29,52,69,64,106,129,168,187,274,356,526,532,560,630,725,795,734,765,733,662,571,491,403,341,245,229,223,223,140,97,76,97,168
Information Systems,https://openalex.org/subfields/1710,Web Data Mining and Analysis,https://openalex.org/T12016,14,13,8,4,10,13,11,8,11,12,25,22,15,28,18,25,34,48,39,34,37,42,46,68,60,136,202,283,319,413,484,658,1034,1049,1349,1463,1543,1828,2018,2180,2165,2099,2136,2021,1936,1639,1437,1246,1138,1025,880,698,567,559,795
Information Systems,https://openalex.org/subfields/1710,Web visibility and informetrics,https://openalex.org/T13976,8,11,7,7,8,8,6,7,6,14,11,9,8,6,10,17,14,13,10,18,22,11,12,12,27,23,41,51,88,83,143,150,187,223,198,244,252,254,311,306,322,349,333,312,281,237,162,164,152,151,138,109,75,47,68
Signal Processing,https://openalex.org/subfields/1711,Advanced Malware Detection Techniques,https://openalex.org/T11241,16,13,17,13,20,22,22,17,22,29,19,21,31,36,31,38,45,53,76,77,76,60,82,81,56,86,107,89,90,117,129,158,268,309,446,509,624,667,738,892,936,1150,1372,1564,1830,1895,2109,2336,2583,2724,2773,2705,2692,3120,3684
Signal Processing,https://openalex.org/subfields/1711,Biometric Identification and Security,https://openalex.org/T10828,15,6,4,10,5,8,4,5,10,14,8,9,6,8,10,6,12,16,7,16,22,16,31,28,30,33,47,56,73,82,112,159,353,413,555,673,960,1053,1207,1361,1501,1467,1631,1610,1709,1608,1572,1519,1630,1683,1452,1400,1368,1395,1542
Signal Processing,https://openalex.org/subfields/1711,Blind Source Separation Techniques,https://openalex.org/T11447,56,69,60,71,73,69,65,83,80,86,80,91,91,118,101,114,139,137,172,164,225,285,309,318,310,380,469,478,554,643,688,614,3308,2082,1711,2305,2307,2006,2022,1987,1956,1842,1718,1668,1574,1325,1180,1080,1042,1015,911,845,738,712,915
Signal Processing,https://openalex.org/subfields/1711,Data Management and Algorithms,https://openalex.org/T11106,48,55,61,71,61,60,85,87,105,101,109,132,144,150,165,200,217,200,258,280,277,325,354,391,399,403,524,535,561,623,717,713,1557,1294,1344,1589,1656,1752,1921,2111,2233,2201,2234,2137,2192,2177,2074,1942,1822,1755,1380,1330,1000,957,1132
Signal Processing,https://openalex.org/subfields/1711,Digital Filter Design and Implementation,https://openalex.org/T11034,108,119,109,137,127,175,161,189,179,214,229,216,215,235,226,265,263,304,271,337,317,451,371,326,345,356,399,346,378,389,397,313,2256,1343,725,1245,849,709,629,683,685,637,629,668,689,526,524,439,407,368,294,273,250,236,249
Signal Processing,https://openalex.org/subfields/1711,Direction-of-Arrival Estimation Techniques,https://openalex.org/T10931,2,4,8,4,8,6,16,6,9,17,19,22,25,49,17,33,68,55,75,115,128,203,193,181,191,166,180,149,141,169,167,168,1221,677,484,699,642,548,609,597,592,659,661,696,678,648,672,679,702,869,705,727,711,651,383
Signal Processing,https://openalex.org/subfields/1711,Music and Audio Processing,https://openalex.org/T11309,39,38,37,43,34,49,46,40,58,69,70,70,79,72,81,70,105,101,98,119,130,132,154,164,138,144,174,169,214,285,319,383,662,693,847,893,1043,1060,1100,1275,1338,1304,1341,1295,1383,1417,1353,1411,1585,1763,1714,1881,1915,2153,2263
Signal Processing,https://openalex.org/subfields/1711,Speech and Audio Processing,https://openalex.org/T10860,151,158,154,185,191,191,209,203,221,256,238,267,289,256,313,279,293,382,424,427,481,555,597,614,634,597,743,739,751,931,857,855,2982,2062,1876,2479,2692,2386,2730,2582,2987,2803,2956,3082,2914,2833,2877,2601,2789,2777,2676,2599,2576,2957,3397
Signal Processing,https://openalex.org/subfields/1711,Time Series Analysis and Forecasting,https://openalex.org/T12205,37,18,34,38,44,38,36,52,48,47,67,67,65,72,65,72,50,71,59,68,85,94,97,83,106,101,117,124,138,146,176,170,337,325,321,508,473,491,525,558,665,568,703,726,834,919,928,995,1050,1309,1274,1244,1134,1339,1775
Signal Processing,https://openalex.org/subfields/1711,Video Coding and Compression Technologies,https://openalex.org/T10741,5,4,6,5,8,5,4,6,8,11,5,17,6,12,18,21,32,42,64,77,128,123,151,181,192,253,355,330,429,410,373,389,1703,1238,1003,1813,2011,1923,1973,2064,2023,1736,1576,1642,1525,1285,1221,890,819,781,641,523,523,450,348
Software,https://openalex.org/subfields/1712,Engineering and Information Technology,https://openalex.org/T13681,96,53,44,42,43,57,56,78,64,66,83,120,100,121,120,163,168,191,174,169,154,217,229,259,245,293,338,398,377,413,459,538,509,555,616,593,617,738,801,853,845,933,875,990,1040,1156,1119,1098,1011,1013,721,456,158,172,201
Software,https://openalex.org/subfields/1712,Model-Driven Software Engineering Techniques,https://openalex.org/T11450,34,41,40,47,58,68,63,64,61,49,78,77,115,103,110,125,200,166,203,232,245,259,297,295,273,306,322,376,335,418,501,479,947,762,836,896,965,1002,1011,1012,1143,1072,1071,1079,997,1045,874,750,779,674,553,502,334,352,534
Software,https://openalex.org/subfields/1712,Software Reliability and Analysis Research,https://openalex.org/T12423,62,41,50,49,67,101,90,100,131,127,119,143,137,160,170,182,186,224,223,211,269,249,291,289,300,300,277,306,299,344,285,342,1224,734,606,789,828,827,824,905,973,1029,897,971,926,896,766,774,711,728,645,571,510,509,660
Software,https://openalex.org/subfields/1712,Software Testing and Debugging Techniques,https://openalex.org/T10743,37,18,29,38,29,56,61,52,75,72,67,93,97,105,116,137,116,129,163,202,188,226,201,285,283,247,288,274,286,325,405,373,1285,882,841,965,1069,1187,1239,1319,1459,1520,1588,1632,1696,1699,1575,1528,1574,1536,1393,1419,1372,1359,1445
Software,https://openalex.org/subfields/1712,Spreadsheets and End-User Computing,https://openalex.org/T13197,8,11,14,17,13,21,17,28,15,17,19,18,23,22,38,61,82,76,85,96,85,104,88,97,73,87,96,93,89,99,124,96,169,152,158,194,184,180,202,189,202,197,220,207,224,221,220,233,190,144,145,132,95,90,126
